Latitude,Longitude,Sample Date,Calcium - Dissolved,Chloride - Dissolved,Dissolved Reactive Phosphorus,Electrical Conductance,Fluoride - Dissolved,Free Ammonia Nitrogen,Hardness - Magnesium,Hardness - Total,Magnesium - Dissolved,Nitrate and Nitrite,Nitrite,Potassium - Dissolved,Salinity,Si-Dis,Sodium - Dissolved,Sodium Adsorption Ratio,Sulfate - Dissolved,Total Alkalinity,Total Ammonia Nitrogen,Total Kjeldahl Nitrogen,Total Nitrogen,Total Phosphorus,pH
-27.38972222,26.46388889,2015-02-11,52.291,48.061,0.12,648.0,0.267,0.0082245,63.434,205.887,18.286,0.05,,,,1.238,,,123.559,121.474,0.05,1.518,1.568,0.311,8.629
-27.38972222,26.46388889,2015-03-04,,,,672.0,,0.0049347,,,,,,,,,,,,,0.05,,,,8.324
-27.38972222,26.46388889,2015-03-12,51.143,51.775,0.293,670.0,0.382,0.00740205,68.336,208.839,19.699,0.05,,8.87,0.468708,1.388,51.321,1.546,119.861,134.896,0.05,1.816,1.866,0.45,8.519
-27.38972222,26.46388889,2015-04-08,,,,697.0,,0.00246735,,,,,,,,,,,,,0.05,,,,8.006
-27.38972222,26.46388889,2015-04-15,45.402,56.102,0.059,678.0,0.543,0.0065796,,,,0.05,,,,1.008,,,116.718,124.733,0.05,1.967,2.017,0.218,8.467
-27.38972222,26.46388889,2015-05-05,,,,757.0,,0.0032898,,,,,,,,,,,,,0.05,,,,8.183
-27.38972222,26.46388889,2015-05-12,,,,746.0,,0.0065796,,,,,,,,,,,,,0.05,,,,8.468
-27.38972222,26.46388889,2015-05-21,48.988,52.655,0.01,715.0,0.255,0.0065796,83.478,221.434,24.064,0.477,,9.602,0.475243,0.5,59.054,1.727,151.725,103.91,0.05,1.753,2.23,0.122,8.498
-27.38972222,26.46388889,2015-06-09,,,,790.0,,0.00575715,,,,,,,,,,,,,0.05,,,,8.408
-27.38972222,26.46388889,2015-06-11,155.843,57.373,0.01,815.0,0.226,0.0082245,,,,1.383,,9.788,,0.5,62.25,,172.705,136.6,0.05,1.806,3.189,0.13,8.584
-27.38972222,26.46388889,2015-06-23,,,,759.0,,0.0016449,,,,,,,,,,,,,0.05,,,,7.882
-27.38972222,26.46388889,2015-07-08,47.049,57.95,0.01,731.0,0.255,0.01069185,85.514,219.009,24.651,2.204,,10.098,0.500162,0.5,67.659,1.99,173.079,89.795,0.117,1.282,3.486,0.042,8.299
-27.38972222,26.46388889,2015-07-21,49.845,53.5,0.01,750.0,0.279,0.00246735,85.608,226.102,24.678,1.497,,8.926,0.501587,0.5,67.69,1.959,163.088,104.046,0.05,1.513,3.01,0.117,7.983
-27.38972222,26.46388889,2015-07-22,,,,748.0,,0.00411225,,,,,,,,,,,,,0.05,,,,8.211
-27.38972222,26.46388889,2015-08-04,,,,692.0,,0.0098694,,,,,,,,,,,,,0.05,,,,8.723
-27.38972222,26.46388889,2015-08-13,41.124,62.44,0.01,707.0,0.193,0.00411225,85.955,204.736,24.778,0.857,,9.572,0.51385,0.5,61.96,1.885,162.79,120.651,0.05,2.931,3.788,0.125,8.289
-27.38972222,26.46388889,2015-08-18,,,,739.0,,0.0016449,,,,,,,,,,,,,0.05,,,,7.898
-27.38972222,26.46388889,2015-09-01,,,,759.0,,0.00082245,,,,,,,,,,,,,0.05,,,,7.331
-27.38972222,26.46388889,2015-09-02,,,,562.0,,0.0065796,,,,,,,,,,,,,0.05,,,,8.462
-27.38972222,26.46388889,2015-09-09,,,,656.5,,0.006990825,,,,,,,,,,,,,0.05,,,,8.504000000000001
-27.38972222,26.46388889,2015-09-15,,,,818.0,,0.00082245,,,,,,,,,,,,,0.05,,,,7.69
-27.38972222,26.46388889,2015-09-29,57.129,60.529,0.091,820.0,0.173,0.0016449,99.835,261.181,28.779,0.628,,10.553,0.588652,0.5,65.568,1.766,190.167,141.587,0.05,1.181,1.809,0.147,7.913
-27.38972222,26.46388889,2015-10-13,52.4095,67.282,0.018,811.0,0.2495,0.013570425,123.533,277.528,35.6105,0.14900000000000002,,10.6075,0.564087,1.6825,71.3715,1.87,169.48250000000002,128.12,0.11499999999999999,1.5485,1.6975,0.184,8.3735
-27.38972222,26.46388889,2015-10-27,,,,839.0,,0.0049347,,,,,,,,,,,,,0.05,,,,8.358
-27.38972222,26.46388889,2015-11-11,60.303,73.431,0.01,891.0,0.217,0.0065796,96.699,265.384,27.875,0.05,,11.723,0.612962,2.472,85.716,2.29,182.399,140.234,0.05,1.307,1.357,0.194,8.467500000000001
-27.38972222,26.46388889,2015-11-24,,,,887.0,,0.0049347,,,,,,,,,,,,,0.05,,,,8.322
-27.38972222,26.46388889,2015-12-08,,,,953.0,,0.00411225,,,,,,,,,,,,,0.05,,,,8.272
-27.38972222,26.46388889,2015-12-10,,75.6,0.01,885.0,0.324,0.0049347,89.5,,25.8,0.05,,12.4,,2.116,82.3,,181.2,150.9,0.05,0.821,0.871,0.206,8.3
-27.38972222,26.46388889,2015-12-22,,,,877.0,,0.0082245,,,,,,,,,,,,,0.05,,,,8.609
-26.98472222,26.63227778,2011-01-04,32.9,21.8,0.256,452.0,0.097,0.00082245,86.031,184.289,24.8,0.181,,4.92,0.36991,6.86,18.9,0.606,25.9,196.0,0.025,,,,7.751
-26.98472222,26.63227778,2011-01-11,32.0,14.7,0.265,196.7,0.138,0.00082245,46.832,135.507,13.5,0.05,,5.36,0.247229,9.5,12.8,0.479,11.6,128.0,0.025,,,,7.883
-26.98472222,26.63227778,2011-01-18,36.418,23.646,0.174,431.0,0.176,,69.97,174.007,20.17,0.025,,6.353,0.357764,,22.438,0.74,27.231,180.976,0.025,,,,
-26.98472222,26.63227778,2011-01-25,32.9,25.7,0.158,410.0,0.147,0.00082245,63.136,157.109,18.2,0.05,,5.44,0.325771,8.67,20.3,0.705,35.8,153.0,0.025,,,,7.802
-26.98472222,26.63227778,2011-02-01,41.473,27.883,0.251,490.0,0.237,,98.919,220.997,28.515,0.025,,6.389,0.413655,,23.307,0.682,29.991,209.101,0.025,,,,
-26.98472222,26.63227778,2011-02-08,52.897,39.601,1.194,612.0,0.331,0.00082245,112.642,265.817,32.471,4.161,,7.28,0.492357,9.9,31.47,0.84,54.392,206.521,0.025,,,,7.817
-26.98472222,26.63227778,2011-02-15,42.6,32.4,0.545,539.0,0.334,,82.562,204.394,23.8,3.31,,6.06,0.409158,,24.9,0.758,46.9,177.0,0.025,,,,
-26.98472222,26.63227778,2011-02-22,30.9,12.0,0.135,216.8,0.176,0.0032898,63.483,152.527,18.3,0.05,,5.53,0.387565,9.04,13.6,0.479,12.4,241.0,0.142,,,,7.635
-26.98472222,26.63227778,2011-02-25,82.133,142.437,3.621,1226.0,0.298,,150.68,383.981,43.436,14.411,,19.323,0.925057,,114.752,2.549,211.759,193.552,0.025,,,,
-26.98472222,26.63227778,2011-03-01,31.638,21.5,0.372,425.0,0.394,,79.548,173.441,22.931,1.201,,5.717,0.359077,,22.222,0.734,21.16,186.2,0.025,,,,
-26.98472222,26.63227778,2011-03-08,43.722,28.811,0.261,189.1,0.384,0.0016449,133.078,267.165,38.362,1.535,,6.111,0.435593,10.265,30.924,0.823,36.018,199.821,0.025,,,,8.24
-26.98472222,26.63227778,2011-03-22,39.257,25.626,0.472,468.0,0.359,,80.068,193.085,23.081,0.025,,5.719,0.382255,,24.895,0.78,34.945,186.001,0.025,,,,
-26.98472222,26.63227778,2011-03-29,41.878,21.598,0.201,500.0,0.292,0.00082245,103.869,227.885,29.942,0.988,,5.57,0.412061,8.565,23.446,0.676,19.26,217.389,0.025,,,,7.937
-26.98472222,26.63227778,2011-04-05,32.799,20.829,0.113,415.0,0.328,,80.98,178.041,23.344,0.517,,6.692,0.334514,,21.873,0.713,21.927,167.36,0.025,,,,
-26.98472222,26.63227778,2011-04-12,36.917,23.789,0.294,473.0,0.355,0.00082245,80.627,187.905,23.242,1.79,,6.214,0.381905,10.536,23.966,0.761,28.52,188.676,0.025,,,,8.0
-26.98472222,26.63227778,2011-04-20,41.022,20.6,0.043,468.0,0.222,,81.869,199.63,23.6,0.025,,5.352,0.384691,,21.625,0.666,17.816,208.471,0.025,,,,
-26.98472222,26.63227778,2011-04-26,28.005,20.296,0.21,382.0,0.195,0.00246735,59.962,141.117,17.285,0.772,,5.599,0.289594,8.282,20.385,0.747,19.545,142.866,0.025,,,,8.391
-26.98472222,26.63227778,2011-05-05,39.609,29.314,0.144,469.0,0.235,,79.142,192.865,22.814,0.579,,5.556,0.391252,,26.673,0.836,29.629,192.123,0.132,,,,
-26.98472222,26.63227778,2011-05-10,44.119,33.235,0.193,539.0,0.28,0.00246735,88.317,215.02,25.459,1.324,,5.702,0.435843,8.341,30.319,0.9,39.378,205.753,0.025,,,,8.271
-26.98472222,26.63227778,2011-05-17,48.187,27.224,0.12,519.0,0.245,0.0,93.524,231.36,26.96,0.284,,4.293,0.456456,7.232,23.405,0.67,26.95,244.03,0.025,,,,7.38
-26.98472222,26.63227778,2011-05-24,50.161,32.414,0.18,570.0,0.238,,109.277,254.99,31.501,1.448,,5.165,0.495936,,29.81,0.812,38.476,247.017,0.025,,,,
-26.98472222,26.63227778,2011-05-31,54.529,36.792,0.084,630.0,0.377,0.00082245,114.515,272.116,33.011,0.916,,6.012,0.521339,6.627,34.404,0.908,46.087,250.794,0.025,,,,7.539
-26.98472222,26.63227778,2011-06-07,55.537,39.014,0.228,662.0,0.632,,105.635,264.091,30.451,2.14,,6.718,0.519755,,36.361,0.974,47.097,240.918,0.025,,,,
-26.98472222,26.63227778,2011-06-14,45.69,26.711,0.161,553.0,0.247,,107.019,241.144,30.85,0.715,,5.521,0.477931,,26.665,0.747,30.994,252.254,0.025,,,,
-26.98472222,26.63227778,2011-06-22,46.761,40.206,0.242,615.0,0.343,0.0016449,106.818,243.579,30.792,1.375,,7.386,0.492838,5.975,37.112,1.035,44.05,229.096,0.025,,,,8.064
-26.98472222,26.63227778,2011-06-30,57.673,42.583,0.595,671.0,0.392,0.00246735,103.983,267.465,29.975,2.613,,7.454,0.520103,5.065,40.714,1.083,46.595,230.709,0.025,,,,8.381
-26.98472222,26.63227778,2011-07-06,52.625,43.595,0.499,705.0,0.203,,114.436,267.267,32.988,3.981,,7.071,0.53216,,40.704,1.084,57.067,228.6,0.025,,,,
-26.98472222,26.63227778,2011-07-11,54.39,41.591,0.293,676.0,0.236,0.00246735,115.91,273.425,33.413,2.337,,6.759,0.53039,4.026,38.391,1.01,50.992,240.591,0.025,,,,8.37
-26.98472222,26.63227778,2011-07-20,54.692,58.69,0.651,731.0,0.226,,127.41,287.83,36.728,5.598,,7.927,0.661907,,45.312,1.162,82.387,286.351,0.025,,,,
-26.98472222,26.63227778,2011-07-26,48.99,42.157,0.201,692.0,0.28,0.00246735,124.385,270.0,35.856,1.546,,6.619,0.558058,0.0625,36.818,0.975,49.341,271.071,0.025,,,,8.343
-26.98472222,26.63227778,2011-08-03,52.65,45.409,0.292,739.0,0.321,,129.841,285.618,37.429,2.041,,7.061,0.577955,,40.5,1.043,57.052,268.664,0.025,,,,
-26.98472222,26.63227778,2011-08-09,53.876,45.776,0.271,752.0,0.224,0.00082245,129.404,288.161,37.303,1.744,,6.79,0.58261,0.451,39.963,1.025,57.219,273.015,0.025,,,,7.855
-26.98472222,26.63227778,2011-08-16,55.571,49.178,0.449,785.0,0.22,,130.004,293.106,37.476,1.889,,7.169,0.607558,,43.522,1.106,62.763,280.407,0.025,,,,
-26.98472222,26.63227778,2011-08-25,57.131,52.607,0.413,796.0,0.265,0.00082245,132.152,299.551,38.095,1.263,,7.98,0.631543,1.03,47.365,1.191,77.525,281.881,0.025,,,,7.768
-26.98472222,26.63227778,2011-08-30,65.467,50.647,0.496,793.0,0.327,,194.521,394.408,56.074,1.467,,7.088,0.634214,,40.046,0.878,67.15,278.34,0.025,,,,
-26.98472222,26.63227778,2011-09-06,62.032,60.295,0.576,854.0,0.415,,137.064,317.621,39.511,4.132,,8.671,,,48.135,1.175,,272.626,0.025,,,,
-26.98472222,26.63227778,2011-09-13,64.913,58.785,0.501,859.0,0.433,0.0016449,144.449,333.583,41.64,3.155,,8.39,,1.269,48.116,1.146,,277.696,0.025,,,,8.025
-26.98472222,26.63227778,2011-09-20,67.335,103.044,0.859,1004.0,0.463,0.0016449,135.201,328.652,38.974,5.742,,12.323,0.773876,2.751,71.785,1.723,159.929,239.32,0.138,,,,7.442
-26.98472222,26.63227778,2011-09-29,76.282,111.516,4.062,1105.0,0.371,,228.011,461.172,65.728,6.455,,14.772,0.82529,,79.935,1.62,174.061,214.527,0.025,,,,
-26.98472222,26.63227778,2011-10-04,69.836,89.869,1.183,992.0,0.638,,139.752,340.301,40.286,6.852,,11.748,0.795982,,131.288,3.097,109.918,252.725,0.235,,,,
-26.98472222,26.63227778,2011-10-11,77.705,78.549,2.06,1039.0,0.371,0.00740205,208.317,441.347,60.051,5.578,,3.74,0.786646,4.382,74.583,1.545,147.035,256.932,0.262,,,,7.776
-26.98472222,26.63227778,2011-10-17,82.994,101.613,2.319,1195.0,0.364,0.0,132.065,364.033,38.07,12.145,,15.364,0.881493,6.618,112.195,2.559,220.437,204.674,0.025,,,,7.499
-26.98472222,26.63227778,2011-11-01,82.103,135.332,4.034,1213.0,0.402,,148.796,381.67,42.893,16.933,,19.461,0.893764,,110.127,2.453,194.705,181.57,0.025,,,,
-26.98472222,26.63227778,2011-11-08,83.384,99.284,1.816,1186.0,0.486,0.0,130.053,362.619,37.49,11.758,,18.923,0.870323,6.967,103.312,2.361,224.448,201.225,0.025,,,,7.431
-26.98472222,26.63227778,2011-11-14,64.697,160.696,1.605,1151.0,0.485,,137.896,325.264,39.751,12.257,,18.946,0.945899,,121.941,2.942,231.509,203.945,0.025,,,,
-26.98472222,26.63227778,2011-11-21,68.923,90.312,1.748,1006.0,0.389,0.0016449,99.675,290.444,28.733,9.168,,16.775,0.737405,6.196,98.188,2.507,177.909,172.239,0.177,,,,7.29
-26.98472222,26.63227778,2011-11-28,59.212,60.63,0.794,773.0,0.358,,99.554,266.049,28.698,2.606,,9.561,0.528249,,56.364,1.504,129.685,139.185,0.053,,,,
-26.98472222,26.63227778,2011-12-07,78.27,113.697,1.114,1082.0,0.529,0.00082245,119.584,337.419,34.472,4.569,,16.817,0.756127,7.01,93.326,2.211,165.976,188.12,0.025,,,,7.751
-26.98472222,26.63227778,2011-12-12,50.25,55.219,1.189,684.0,0.458,0.0,72.929,212.062,21.023,3.68,,9.334,0.449769,4.769,50.407,1.506,107.832,110.951,0.025,,,,7.256
-26.98472222,26.63227778,2012-01-04,70.607,73.564,0.942,906.0,0.315,0.0,106.353,302.576,30.658,0.585,,11.111,0.632031,5.025,66.751,1.67,157.574,177.109,0.025,,,,7.436
-26.98472222,26.63227778,2012-01-10,78.039,107.469,2.024,1072.0,0.349,0.0,110.651,326.238,31.897,3.858,,14.415,0.755754,4.86,87.493,2.108,169.548,199.488,0.025,,,,7.506
-26.98472222,26.63227778,2012-01-17,72.07,100.269,1.668,1020.0,0.41,,101.812,300.839,29.349,10.209,,14.873,0.704984,,88.865,2.23,154.973,158.978,0.025,,,,
-26.98472222,26.63227778,2012-01-24,78.313,112.868,1.081,1077.0,0.286,,103.241,318.126,29.761,8.874,,16.087,0.701912,,92.96,2.268,180.669,121.633,0.053,,,,
-26.98472222,26.63227778,2012-01-31,75.783,111.358,2.574,1102.0,0.372,0.0032898,100.646,308.728,29.013,13.715,,17.397,0.759172,7.71,93.921,2.326,171.506,156.804,0.025,,,,8.48
-26.98472222,26.63227778,2012-02-07,66.121,103.521,1.888,968.0,0.312,0.0,,,,11.731,,16.617,,6.654,89.523,,130.492,156.759,0.025,,,,7.485
-26.98472222,26.63227778,2012-02-14,53.831,57.73,1.542,703.0,0.261,,63.486,209.795,18.301,5.18,,8.941,,,49.708,1.494,108.425,,0.025,,,,
-26.98472222,26.63227778,2012-02-20,65.541,104.478,1.39,996.0,0.409,0.0032898,95.755,277.345,27.603,10.853,,12.943,0.666484,6.838,75.442,1.971,156.623,140.337,0.025,,,,8.487
-26.98472222,26.63227778,2012-03-06,55.85,54.186,1.544,697.0,0.287,,71.933,224.864,20.736,2.287,,9.313,0.481842,,50.819,1.475,122.354,125.82,0.025,,,,
-26.98472222,26.63227778,2012-03-13,,97.313,0.342,920.0,0.322,0.00082245,95.627,,27.566,9.52,,13.581,,7.297,83.427,,148.902,151.47,0.025,,,,7.704
-26.98472222,26.63227778,2012-03-20,89.115,129.22,2.25,1005.0,0.376,,101.607,343.161,29.29,13.369,,15.684,0.793402,,89.637,2.106,185.761,154.361,0.025,,,,
-26.98472222,26.63227778,2012-03-26,75.903,106.415,2.348,1134.0,0.461,0.0032898,98.017,305.906,28.255,14.84,,18.258,0.759696,7.573,95.173,2.368,180.12,149.424,0.025,,,,8.488
-26.98472222,26.63227778,2012-04-03,66.556,,2.923,1130.0,0.397,,96.185,280.39,27.727,0.214,,19.053,,,95.615,2.485,185.382,,,,,,
-26.98472222,26.63227778,2012-04-10,85.31,94.826,2.849,996.0,0.31,0.0,97.018,328.211,27.967,12.253,,16.879,0.701633,4.843,80.004,1.922,155.727,145.663,0.025,,,,7.417
-26.98472222,26.63227778,2012-04-18,72.94,105.817,6.198,1073.0,0.32,0.00082245,98.041,298.535,28.262,,,20.395,,4.627,93.01,2.343,176.816,167.042,0.107,,,,6.878
-26.98472222,26.63227778,2012-04-23,94.204,118.905,1.689,1139.0,0.345,,99.495,353.362,28.681,4.816,,18.318,0.820498,,101.278,2.345,173.432,205.589,6.345,,,,
-26.98472222,26.63227778,2012-05-03,86.766,111.042,2.325,1126.0,0.361,,,,,3.511,,18.102,,,98.814,,168.6,243.782,7.006,,,,
-26.98472222,26.63227778,2012-05-07,73.595,,2.605,1149.0,0.206,1.87271865,,,,3.945,,18.779,,3.883,101.933,,,197.934,13.728,,,,8.5
-26.98472222,26.63227778,2012-05-15,87.002,120.611,1.952,1144.0,0.347,,100.743,336.859,29.041,5.519,,19.034,0.745787,,103.913,2.464,167.025,146.716,7.387,,,,
-26.98472222,26.63227778,2012-05-22,73.7,113.051,2.111,1169.0,0.241,0.89400315,118.498,324.718,34.159,5.912,,18.888,0.8495,4.758,103.292,2.495,170.509,233.685,14.05,,,,8.125
-26.98472222,26.63227778,2012-05-29,76.734,118.605,1.781,1187.0,0.187,1.15389735,127.933,343.496,36.879,9.362,,18.825,0.873518,5.126,107.871,2.533,187.014,217.635,11.76,,,,8.333
-26.98472222,26.63227778,2012-06-15,71.718,115.489,1.554,1124.0,0.272,0.00246735,108.261,307.616,31.208,22.166,,17.229,0.771691,4.864,98.883,2.454,174.049,131.163,0.025,,,,8.355
-26.98472222,26.63227778,2012-06-26,73.903,122.448,1.965,1187.0,0.312,0.0,119.299,326.176,34.39,18.024,,19.25,0.852998,5.793,103.932,2.504,172.032,197.567,0.025,,,,7.28
-26.98472222,26.63227778,2012-07-10,,93.478,0.018,1176.0,0.42,0.0082245,91.97,,26.512,0.271,,18.448,,6.753,98.928,,127.838,165.177,0.064,,,,8.484
-26.98472222,26.63227778,2012-07-17,64.014,119.138,2.047,1126.0,0.365,0.4128699,106.63,286.442,30.738,15.356,,15.806,0.800793,3.794,95.641,2.459,164.814,183.717,9.337,,,,7.956
-26.98472222,26.63227778,2012-07-23,58.245,117.19,2.702,1121.0,0.387,0.50251695,100.185,264.384,28.88,7.44,,16.366,0.777234,2.983,94.307,2.524,139.594,214.345,15.299,,,,7.821
-26.98472222,26.63227778,2012-07-30,72.929,111.258,2.791,1132.0,0.485,0.56337825,110.97,313.856,31.989,10.267,,15.125,0.80208,3.134,88.994,2.186,160.859,206.427,11.45,,,,8.005
-26.98472222,26.63227778,2012-08-07,65.029,71.537,3.256,1084.0,0.29,1.28055465,136.054,323.907,39.22,2.416,,15.94,0.759804,4.426,87.681,2.12,132.051,251.523,16.078,,,,8.232
-26.98472222,26.63227778,2012-08-13,56.517,132.329,1.358,1127.0,0.283,0.00082245,122.22,286.227,35.232,18.884,,16.002,0.836168,3.599,103.995,2.675,114.407,237.531,0.025,,,,7.579
-26.98472222,26.63227778,2012-08-20,64.562,71.715,2.217,1075.0,0.445,0.40875765,107.376,288.696,30.953,3.23,,14.96,0.679668,2.656,87.321,2.237,107.646,221.38,8.581,,,,7.991
-26.98472222,26.63227778,2012-08-28,61.314,95.816,2.927,1060.0,0.285,0.75418665,118.924,294.294,34.282,2.744,,12.948,0.779243,2.513,83.908,2.129,127.735,267.506,12.171,,,,8.113
-26.98472222,26.63227778,2012-09-04,82.548,114.545,3.383,1173.0,0.337,0.00411225,90.021,313.007,25.95,3.438,,16.968,0.861565,4.319,91.491,2.251,167.298,276.237,0.025,,,,8.594
-26.98472222,26.63227778,2012-09-10,54.827,61.082,1.6,849.0,0.19,0.3585882,131.517,293.043,37.912,2.526,,10.442,0.633988,3.127,55.499,1.411,107.814,234.158,3.599,,,,8.343
-26.98472222,26.63227778,2012-09-26,59.268,67.042,4.302,962.0,0.436,0.9277236,,,,1.555,,13.174,,3.202,66.517,,95.714,272.148,9.935,,,,8.31
-26.98472222,26.63227778,2012-10-09,64.457,94.586,2.104,1128.0,0.358,1.052736,136.245,322.705,39.275,0.912,,13.559,0.814782,4.594,83.323,2.019,137.731,292.734,10.938,,,,8.324
-26.98472222,26.63227778,2012-10-16,82.317,118.675,2.667,1215.0,0.302,0.7846173,113.006,339.718,32.576,1.15,,18.396,0.894862,5.075,99.306,2.345,146.192,300.549,13.498,,,,8.082
-26.98472222,26.63227778,2012-10-23,74.394,127.034,2.346,1275.0,0.471,0.8635725,98.593,302.821,28.421,1.428,,17.791,0.910461,5.562,110.587,2.766,162.183,295.006,12.717,,,,8.155
-26.98472222,26.63227778,2012-10-30,67.935,118.403,3.172,1250.0,0.564,0.6776988,105.402,294.775,30.384,3.016,,20.314,0.87913,7.179,103.029,2.612,170.758,264.218,17.484,,,,7.895
-26.98472222,26.63227778,2012-11-08,79.868,120.158,3.715,1292.0,0.456,0.88577865,127.243,350.503,36.68,0.652,,20.714,0.913509,7.768,106.628,2.479,185.048,271.678,14.314,,,,8.111
-26.98472222,26.63227778,2012-11-13,68.229,127.765,3.283,1261.0,0.413,1.04533395,129.696,324.349,37.387,0.61,,19.3,0.898002,6.822,114.66,2.771,172.543,266.332,15.694,,,,8.146
-26.98472222,26.63227778,2012-11-20,66.426,73.372,2.144,974.0,0.383,0.0,111.466,298.206,32.132,11.713,,14.219,0.695093,5.7,81.006,2.041,131.771,194.649,0.025,,,,7.431
-26.98472222,26.63227778,2012-11-28,60.54,110.827,2.068,1130.0,0.372,0.63575385,101.684,271.894,29.312,4.736,,17.321,0.79861,5.296,102.752,2.712,141.866,243.105,9.245,,,,8.162
-26.98472222,26.63227778,2012-12-05,56.483,106.893,0.856,1086.0,0.351,0.74267235,86.017,243.165,24.796,1.67,,15.833,0.769661,5.097,101.369,2.829,126.552,252.405,15.235,,,,8.001
-26.98472222,26.63227778,2012-12-06,62.0,110.0,3.4,1165.0,,0.0098694,97.132,270.137,28.0,24.0,,19.0,,,93.0,2.462,137.0,260.0,0.51,,,,7.6
-26.98472222,26.63227778,2012-12-11,26.228,33.867,0.315,439.0,0.278,0.00082245,36.813,109.199,10.612,7.915,,6.437,0.280409,3.537,34.266,1.427,57.311,61.79,0.053,,,,7.518
-26.98472222,26.63227778,2012-12-19,58.37,74.472,1.576,930.0,0.261,1.8735411,91.495,254.38,26.375,1.579,,13.15,0.654269,4.721,73.468,2.005,124.378,209.072,13.247,,,,8.52
-26.98472222,26.63227778,2013-01-04,50.373,53.581,1.902,724.0,0.373,0.00082245,117.159,264.876,33.773,8.03,,10.11,0.571872,3.579,48.181,1.288,73.506,213.707,0.025,,,,8.003
-26.98472222,26.63227778,2013-01-08,43.407,58.315,0.822,713.0,0.325,0.31499835,86.267,210.808,24.868,0.678,,10.047,0.526328,2.989,54.168,1.624,91.338,191.704,3.573,,,,8.283
-26.98472222,26.63227778,2013-01-15,55.307,73.521,0.465,901.0,0.424,0.20314515,90.746,245.841,26.159,1.728,,12.54,0.649074,4.24,77.572,2.153,107.881,224.545,9.952,,,,7.609
-26.98472222,26.63227778,2013-01-22,25.114,29.342,0.249,352.1,0.226,0.0509919,50.509,122.676,14.56,1.005,,4.895,0.263493,2.829,23.572,0.926,39.976,96.278,2.491,,,,7.614
-26.98472222,26.63227778,2013-01-29,35.481,40.914,0.451,550.0,0.304,0.00082245,88.189,193.296,25.422,3.928,,7.855,0.393983,3.675,35.963,1.126,62.769,136.535,0.025,,,,7.899
-26.98472222,26.63227778,2013-02-06,38.505,68.564,1.348,806.0,0.383,1.3307241,89.653,202.586,25.844,1.767,,12.395,0.567622,4.857,62.635,1.915,78.357,209.011,10.984,,,,8.441
-26.98472222,26.63227778,2013-02-12,51.883,68.991,1.142,922.0,0.306,0.4260291,115.057,266.151,33.167,0.551,,8.921,0.58276,4.521,54.142,1.444,118.422,189.497,7.72,,,,8.06
-26.98472222,26.63227778,2013-02-19,54.011,91.098,1.939,985.0,0.393,0.52225575,96.903,249.915,27.934,0.234,,13.181,0.686696,5.377,78.458,2.16,117.569,229.264,13.619,,,,7.892
-26.98472222,26.63227778,2013-02-26,58.765,91.986,0.754,1008.0,0.324,0.58805175,92.557,256.626,26.681,2.34,,13.115,0.689691,4.544,83.962,2.281,136.448,208.076,9.35,,,,8.12
-26.98472222,26.63227778,2013-03-06,57.865,95.872,3.038,1024.0,0.54,1.51413045,98.933,261.948,28.519,0.779,,15.901,0.741902,4.722,86.078,2.315,121.811,246.869,16.738,,,,8.294
-26.98472222,26.63227778,2013-03-12,60.716,92.942,1.519,996.0,0.42,0.97789305,108.354,280.253,31.235,1.621,,14.884,0.712862,4.488,80.544,2.094,135.399,220.724,12.245,,,,8.234
-26.98472222,26.63227778,2013-03-19,64.657,112.3515,2.9035,1113.0,0.299,0.410813775,95.13550000000001,274.4015,27.424500000000002,1.745,,18.7215,0.70711,4.799,96.6385,2.5395000000000003,137.72,217.17700000000002,4.801,,,,7.643
-26.98472222,26.63227778,2013-03-26,62.159,107.233,1.953,1066.0,0.57,0.674409,112.722,289.041,32.494,2.276,,14.447,0.758125,3.828,90.91,2.327,147.936,223.53,10.694,,,,8.121
-26.98472222,26.63227778,2013-04-03,70.99549999999999,94.2325,2.6955,1020.5,0.451,0.465095475,108.559,306.1655,31.294,0.47,,17.476,0.704321,3.868,89.078,2.205,132.185,203.15949999999998,7.1325,,,,7.6259999999999994
-26.98472222,26.63227778,2013-04-11,67.008,104.55,2.249,1132.0,0.538,1.2517689,102.228,288.692,29.469,1.321,,17.356,0.810921,3.895,91.485,2.343,144.133,262.469,18.342,,,,8.158
-26.98472222,26.63227778,2013-04-16,65.838,113.848,3.428,1154.0,0.493,0.63410895,108.691,293.443,31.332,1.599,,19.537,0.821542,4.015,96.654,2.456,160.746,249.382,8.886,,,,8.179
-26.98472222,26.63227778,2013-04-23,47.343,61.443,2.061,720.0,0.378,0.26729625,78.698,211.651,22.686,1.752,,10.169,0.490495,3.094,52.277,1.564,99.551,143.861,5.567,,,,7.997
-26.98472222,26.63227778,2013-04-30,61.784,89.977,1.839,985.0,0.393,0.8471235,97.639,270.199,28.146,1.815,,13.321,0.692236,4.188,78.672,2.083,131.56,210.793,13.743,,,,8.111
-26.98472222,26.63227778,2013-05-07,57.109,77.814,0.472,871.0,0.37,0.7451397,84.88,243.377,24.468,2.839,,11.2085,0.616334,2.8195,73.652,2.0225,131.335,176.961,8.2325,,,,8.5185
-26.98472222,26.63227778,2013-05-14,68.419,120.682,1.474,1189.0,0.454,1.1119524,114.2,306.428,32.92,3.383,,16.54,0.845338,4.942,93.376,2.321,171.291,247.867,15.489,,,,8.182
