Latitude,Longitude,Sample Date,Calcium - Dissolved,Chloride - Dissolved,Dissolved Reactive Phosphorus,Electrical Conductance,Fluoride - Dissolved,Free Ammonia Nitrogen,Hardness - Magnesium,Hardness - Total,Magnesium - Dissolved,Nitrate and Nitrite,Nitrite,Potassium - Dissolved,Salinity,Si-Dis,Sodium - Dissolved,Sodium Adsorption Ratio,Sulfate - Dissolved,Total Alkalinity,Total Ammonia Nitrogen,Total Kjeldahl Nitrogen,Total Nitrogen,Total Phosphorus,pH
-30.06186,28.50975,2011-01-19,16.882,4.565,0.013,158.8,0.108,0.00082245,23.575,70.145,6.796,0.305,,1.698,0.124332,10.248,2.593,0.135,7.23,68.105,0.025,,,,7.618
-30.06186,28.50975,2011-04-06,19.553,1.505,0.005,168.6,0.116,0.00082245,24.654,78.096,7.107,0.105,,1.497,0.144846,9.693,6.379,0.314,7.172,82.841,0.025,,,,7.853
-30.06186,28.50975,2011-05-11,18.794,1.163,0.005,188.7,0.331,0.0016449,37.167,91.055,10.714,0.025,,2.14,0.151602,9.069,8.809,0.402,1.5,88.573,0.025,,,,8.176
-30.06186,28.50975,2011-06-29,24.162,2.159,0.005,205.2,0.314,0.00082245,34.492,101.285,9.943,0.534,,1.0,0.174952,9.087,5.046,0.218,1.5,105.324,0.025,,,,7.993
-30.06186,28.50975,2011-10-26,23.965,1.557,0.005,216.3,0.421,0.0049347,28.616,93.817,8.249,0.025,,1.0,0.176113,8.29,4.068,0.183,8.213,105.35,0.051,,,,8.306
-30.06186,28.50975,2011-11-23,23.445,1.751,0.005,201.4,0.152,0.00082245,25.102,88.347,7.236,0.025,,1.0,0.159795,7.865,4.231,0.196,7.342,93.893,0.025,,,,7.989
-30.06186,28.50975,2012-02-12,18.269,0.602,0.005,159.7,0.325,0.0,30.069,81.318,8.668,0.025,,1.0,0.130962,11.807,2.0,0.097,4.702,78.111,0.025,,,,7.445
-30.06186,28.50975,2012-03-14,19.318,1.65,0.005,232.7,0.147,0.00246735,29.251,82.966,8.432,0.025,,2.817,0.158735,9.083,5.559,0.266,6.473,93.648,0.025,,,,8.396
-30.06186,28.50975,2012-04-25,26.432,2.733,0.011,260.7,0.21,0.00082245,28.116,99.384,8.105,0.025,,2.177,0.164761,11.057,6.495,0.284,8.638,90.05,0.025,,,,7.864
-30.06186,28.50975,2012-06-13,25.482,2.469,0.005,251.5,0.099,0.0016449,35.079,105.277,10.112,0.143,,1.0,0.180749,7.185,6.117,0.259,10.658,101.809,0.025,,,,8.131
-30.06186,28.50975,2012-07-11,20.537,1.533,0.005,233.7,0.158,0.00082245,31.717,88.938,9.143,0.413,,2.004,0.155156,7.664,7.704,0.356,9.786,83.998,0.025,,,,7.832
-30.06186,28.50975,2012-08-01,22.034,2.113,0.005,226.2,0.139,0.0016449,32.772,93.928,9.447,0.025,,2.105,,7.157,2.0,0.09,,95.274,0.025,,,,8.102
-30.06186,28.50975,2012-08-29,13.317,1.498,0.005,142.1,0.107,0.00082245,14.181,50.091,4.088,0.025,,2.49,0.120773,7.645,6.686,0.411,1.5,74.577,0.025,,,,7.739
-30.06186,28.50975,2012-09-26,8.424,1.25,0.005,122.0,0.284,0.0,16.301,40.388,4.699,0.057,,2.11,0.074447,7.971,1.5,0.103,5.402,41.401,0.025,,,,7.475
-30.06186,28.50975,2014-01-16,16.345,1.325,0.005,149.23,0.163,0.0016449,22.76,67.836,6.561,0.362,,,,9.975,,,7.56,69.639,0.025,,,,8.233
-30.06186,28.50975,2014-02-20,16.295,1.821,0.045,159.0,,0.0032898,20.974,65.591,6.046,0.7,,,,9.196,,,7.237,72.657,0.05,,,,8.191
-30.06186,28.50975,2014-05-14,25.58,2.788,0.01,232.2,,0.00575715,37.774,108.722,10.889,0.141,,,,7.961,,,14.27,114.194,0.05,,,,8.424
-30.06186,28.50975,2014-06-25,12.7,,0.01,138.0,,,18.733,53.953,5.4,0.336,,,,6.568,,,5.6,63.5,,,,,7.982
-30.06186,28.50975,2014-08-20,21.573,2.767,0.01,212.6,0.226,0.00082245,31.873,91.71,9.188,0.05,,,,6.163,,,10.287,101.458,0.05,,,,7.547
-30.06186,28.50975,2014-10-14,26.923,3.472,0.01,215.9,0.231,0.00246735,32.671,106.018,9.418,0.05,,,,7.354,,,13.492,101.135,0.05,,,,7.988
-30.06186,28.50975,2015-06-03,24.147,2.354,0.01,212.3,0.05,0.00082245,,,,0.05,,0.5,,6.774,1.5,,10.052,95.615,0.05,,,,7.228
-30.06186,28.50975,2015-10-29,26.54,4.71,0.01,236.4,0.337,0.00575715,34.027,106.671,9.809,0.455,,0.5,0.1933,9.207,5.535,0.233,11.945,108.111,0.05,,,,8.441
-30.06186,28.50975,2015-11-26,27.657,3.329,0.01,215.6,0.025,0.00575715,25.959,99.882,7.483,0.349,,0.5,0.184591,8.085,5.577,0.243,10.45,104.925,0.05,,,,8.456
-28.760833,17.730278,2011-01-02,39.889,45.647,0.005,555.0,0.342,0.0016449,,,,0.025,,4.858,,4.569,38.731,,,128.912,0.025,2.298,2.323,0.077,8.246
-28.760833,17.730278,2011-01-16,24.571,16.216,0.064,297.2,0.342,0.00082245,67.535,141.532,19.468,0.604,,3.775,0.235789,6.808,17.179,0.628,35.021,95.398,0.025,2.194,2.798,0.407,7.863
-28.760833,17.730278,2011-01-30,20.377,10.52,0.033,230.7,0.224,0.0016449,58.883,120.788,16.974,0.464,,2.776,0.185564,7.009,11.868,0.47,17.456,84.627,0.025,1.026,1.49,0.284,8.128
-28.760833,17.730278,2011-02-13,20.0,11.475,0.035,217.0,0.174,0.0016449,25.393,80.09,7.32,0.658,,2.955,0.172131,7.0,12.988,0.632,19.577,77.58,0.025,0.972,1.63,0.265,8.134
-28.760833,17.730278,2011-02-27,22.098,10.592,0.031,225.3,0.088,0.0016449,29.126,89.76,8.396,0.583,,2.635,0.175468,7.779,11.629,0.534,16.504,82.688,0.025,0.844,1.427,0.173,8.241
-28.760833,17.730278,2011-03-13,22.596,13.185,0.041,246.3,0.271,0.0016449,40.515,104.523,11.679,0.648,,3.006,0.196026,7.835,13.661,0.582,17.995,90.716,0.025,1.119,1.767,0.203,8.15
-28.760833,17.730278,2011-03-27,25.903,21.73,0.034,293.6,0.276,0.0098694,47.067,120.561,13.568,0.454,,3.228,0.232795,8.098,20.033,0.794,23.662,100.145,0.139,1.067,1.521,0.236,8.194
-28.760833,17.730278,2011-04-10,19.391,7.986,0.033,197.6,0.267,0.00082245,32.328,86.801,9.319,0.571,,2.297,0.155047,8.269,9.992,0.467,10.817,75.716,0.025,0.673,1.244,0.134,8.002
-28.760833,17.730278,2011-04-25,20.221,13.719,0.035,234.2,0.221,0.0016449,28.56,84.401,8.233,0.578,,2.876,0.175641,7.474,12.756,0.604,17.142,80.192,0.025,0.802,1.38,0.184,8.24
-28.760833,17.730278,2011-05-08,23.7,17.178,0.005,258.1,0.202,0.0016449,16.981,79.343,4.895,0.341,,2.963,0.206315,7.749,14.687,0.718,15.656,102.913,0.025,0.626,0.967,0.151,8.102
-28.760833,17.730278,2011-05-22,24.902,19.592,0.039,290.0,0.253,0.0016449,42.003,112.049,12.108,0.725,,3.231,0.212181,7.84,18.617,0.765,27.387,84.256,0.025,0.739,1.464,0.156,8.161
-28.760833,17.730278,2011-06-05,20.783,14.271,0.038,192.8,0.095,0.00411225,31.107,88.827,8.967,0.711,,2.891,0.188386,8.174,14.429,0.666,16.912,87.498,0.071,0.558,1.269,0.151,8.054
-28.760833,17.730278,2011-06-19,27.676,18.544,0.023,328.3,0.464,0.0016449,41.822,118.762,12.056,0.531,,2.721,0.259976,5.438,25.227,1.007,21.327,122.622,0.025,2.663,3.194,0.796,8.111
-28.760833,17.730278,2011-07-03,22.621,17.425,0.029,267.6,0.307,0.00246735,32.522,95.098,9.375,0.519,,3.563,0.208153,7.586,14.916,0.666,21.216,95.395,0.025,0.806,1.325,0.089,8.321
-28.760833,17.730278,2011-07-17,27.943,31.359,0.027,370.0,0.253,0.00246735,49.0,127.949,14.125,0.504,,3.548,,7.66,21.815,0.839,,137.878,0.025,0.576,1.08,0.052,8.394
-28.760833,17.730278,2011-07-31,34.217,37.636,0.005,452.0,0.292,0.00411225,58.376,154.748,16.828,0.075,,3.694,,4.471,28.931,1.012,,153.397,0.025,1.381,1.456,0.075,8.606
-28.760833,17.730278,2011-08-14,30.201,62.134,0.026,550.0,0.473,0.0016449,71.198,159.94,20.524,0.025,,3.775,0.372853,0.436,46.833,1.612,50.044,130.117,0.025,0.673,0.698,,8.224
-28.760833,17.730278,2011-08-28,35.534,49.157,0.005,504.0,0.247,0.00082245,59.99,159.952,17.293,0.092,,3.141,0.360019,0.421,39.738,1.367,47.188,137.187,0.025,0.75,0.842,0.023,7.873
-28.760833,17.730278,2011-09-10,36.674,51.284,0.005,554.0,0.358,0.0016449,56.049,158.121,16.157,0.088,,2.812,0.379423,1.995,42.85,1.483,49.651,146.975,0.025,1.023,1.111,0.014,8.156
-28.760833,17.730278,2011-09-24,37.022,47.206,0.005,553.0,0.333,0.0032898,63.42,167.741,18.282,0.296,,3.676,0.390183,1.196,39.92,1.341,48.698,158.858,0.025,1.662,1.958,0.037,8.421
-28.760833,17.730278,2011-10-08,45.34,51.991,0.013,611.0,0.285,0.0065796,70.834,197.313,20.419,0.092,,3.6,0.44425,0.93,47.796,1.481,47.36,186.095,0.089,0.888,0.98,0.027,8.197
-28.760833,17.730278,2011-10-22,42.368,59.521,0.005,657.0,0.397,0.0016449,78.313,198.77,22.575,0.08,,4.113,0.462495,2.208,55.909,1.726,57.793,179.96,0.025,0.78,0.86,0.017,8.081
-28.760833,17.730278,2011-11-05,43.03,56.443,0.018,631.0,0.334,0.00246735,75.978,197.652,21.902,0.223,,3.482,0.460906,1.554,52.308,1.619,53.331,187.821,0.025,0.566,0.789,0.042,8.404
-28.760833,17.730278,2011-11-19,40.437,47.938,0.005,591.0,0.339,0.00246735,72.315,186.828,20.846,0.025,,3.617,0.422109,7.03,43.735,1.392,47.098,178.749,0.025,0.451,0.476,0.006,8.34
-28.760833,17.730278,2011-12-03,38.487,40.874,0.024,547.0,0.357,0.0016449,64.971,173.24,18.729,0.025,,3.698,0.39603,9.424,40.026,1.323,43.189,172.608,0.025,0.654,0.679,,8.114
-28.760833,17.730278,2012-01-03,35.199,27.848,0.005,422.0,0.376,0.0016449,54.786,152.938,15.793,0.025,,3.285,0.317267,10.402,29.979,1.055,33.739,140.159,0.025,0.512,0.537,0.045,8.158
-28.760833,17.730278,2012-01-22,32.722,43.516,0.005,516.0,0.34,0.00246735,52.441,143.969,15.117,0.025,,3.538,0.352542,11.172,38.907,1.411,39.631,146.493,0.025,1.039,1.064,0.023,8.341
-28.760833,17.730278,2012-02-05,44.896,31.138,0.005,442.0,0.314,0.0049347,59.504,182.754,17.153,0.025,,3.327,0.338047,2.101,34.051,1.096,33.916,141.921,0.068,0.795,0.82,0.049,8.227
-28.760833,17.730278,2012-02-19,29.923,25.509,0.025,425.0,0.619,0.0016449,68.471,156.009,19.738,0.272,,3.11,0.314878,1.597,29.192,1.017,28.097,145.48,0.025,0.942,1.214,0.055,8.031
-28.760833,17.730278,2012-03-04,29.195,23.52,0.005,415.0,0.165,0.0016449,45.784,127.258,13.198,0.025,,2.863,0.294973,9.339,28.997,1.119,28.172,138.367,0.025,0.566,0.591,0.006,8.131
-28.760833,17.730278,2012-03-17,28.753,26.887,0.005,407.0,0.164,0.0016449,46.183,126.628,13.313,0.025,,2.783,0.299142,8.418,29.633,1.146,32.615,135.194,0.025,0.471,0.496,0.022,8.057
-28.760833,17.730278,2012-04-01,31.873,38.839,0.005,507.0,0.307,0.0032898,55.136,145.048,15.894,0.025,,3.643,0.342727,8.578,31.832,1.15,36.721,150.469,0.025,0.55,0.575,0.013,8.544
-28.760833,17.730278,2012-04-15,30.487,40.5,0.005,542.0,0.095,0.00411225,57.249,144.095,16.503,0.025,,3.518,0.34432,0.422,32.355,1.173,37.708,150.088,0.025,0.562,0.587,0.02,8.587
-28.760833,17.730278,2012-04-29,29.589,44.712,0.005,536.0,0.22,0.00411225,52.885,136.672,15.245,0.269,,3.406,0.329695,3.374,31.612,1.177,33.85,139.284,0.025,0.449,0.718,0.029,8.565
-28.760833,17.730278,2012-05-13,31.94,42.613,0.005,484.0,0.324,0.00082245,67.916,160.387,19.578,0.025,,3.288,0.379042,2.325,36.932,1.269,48.071,160.867,0.025,1.287,1.312,0.036,7.924
-28.760833,17.730278,2012-05-27,39.627,40.059,0.005,514.0,0.187,0.00575715,61.124,171.52,17.62,0.025,,3.676,0.376176,4.655,37.224,1.237,48.015,155.223,0.299,1.073,1.098,0.037,7.567
-28.760833,17.730278,2012-06-24,35.551,46.304,0.005,545.0,0.318,0.0032898,90.867,196.65,26.194,0.208,,3.457,0.396219,1.648,44.426,1.379,51.21,154.021,0.025,1.031,1.239,0.035,8.494
-28.760833,17.730278,2012-07-08,46.851,63.153,0.012,664.0,0.412,0.0082245,87.35,220.693,25.18,0.025,,3.616,0.490304,1.844,60.824,1.782,75.589,175.886,0.063,0.398,0.423,0.037,8.454
-28.760833,17.730278,2012-07-11,48.965,63.521,0.049,798.0,0.58,0.0049347,109.388,252.135,31.533,0.025,,8.347,0.603482,3.321,72.891,1.998,48.589,269.642,0.025,0.893,0.918,0.136,8.68
-28.760833,17.730278,2012-08-05,40.786,63.079,0.011,670.0,0.277,0.00411225,87.696,205.959,25.28,0.082,,3.896,0.47083,0.738,61.287,1.858,75.797,164.034,0.025,1.011,1.093,0.022,8.61
-28.760833,17.730278,2012-08-18,40.809,61.181,0.005,668.0,0.452,0.00411225,84.404,202.108,24.331,0.025,,3.892,0.474393,1.408,63.87,1.955,68.493,173.226,0.025,0.754,0.779,0.037,8.613
-28.760833,17.730278,2012-09-02,38.588,57.641,0.005,594.0,0.546,0.0032898,66.605,181.465,20.665,0.025,,3.497,0.408408,0.965,51.3,1.709,56.022,151.721,0.025,0.6,0.987,0.006,8.342
-28.760833,17.730278,2013-04-24,30.457,24.122,0.018,401.0,0.305,0.0032898,48.025,133.07,13.844,0.025,,2.607,0.287972,6.006,27.546,1.039,30.021,130.302,0.025,0.642,0.667,0.035,8.528
-28.760833,17.730278,2013-06-28,38.774,44.637,0.005,581.0,0.092,0.0016449,74.92,185.768,21.597,0.025,,3.381,0.453144,0.178,51.218,1.635,53.816,196.407,0.025,0.434,0.459,0.018,8.16
-28.760833,17.730278,2013-08-13,47.476,112.751,0.198,967.79,0.4525,0.0065796000000000006,139.17000000000002,283.771,40.117999999999995,0.219,,7.5165,0.6560975,3.081,94.15,2.4325,148.6535,166.75650000000002,0.0655,1.359,1.5779999999999998,0.312,8.1325
-28.760833,17.730278,2013-08-28,35.994,46.011,0.005,561.0,0.44,0.00411225,72.252,175.658,20.828,0.025,,3.236,0.412251,0.664,50.469,1.657,54.97,164.153,0.025,0.5,0.525,0.022,8.571
-28.760833,17.730278,2013-09-17,37.936,57.442,0.04,628.0,0.561,0.0049347,82.909,193.159,23.9,0.025,,3.03,0.42968,1.026,56.391,1.766,62.545,153.872,0.025,2.277,2.302,0.161,8.737
-28.760833,17.730278,2013-09-18,36.46,57.233,0.02,640.0,0.543,0.00246735,84.744,191.652,24.429,0.025,,2.923,0.445794,0.914,57.705,1.814,62.851,166.861,0.025,1.172,1.197,0.055,8.38
-28.760833,17.730278,2013-09-23,37.03975,70.257125,0.034499999999999996,690.4875,0.415625,0.014290068749999999,91.88825,201.58025,26.488374999999998,0.230875,,4.8505,0.46650225,3.0475,59.8855,1.713625,94.57249999999999,140.6735,0.27025,1.647,1.877875,0.079875,8.3885
-28.760833,17.730278,2013-10-23,35.243,54.368,0.005,640.0,0.315,0.0016449,81.241,184.453,23.419,0.025,,3.432,0.463901,0.644,64.018,2.051,58.817,183.826,0.025,,,,8.127
-28.760833,17.730278,2013-11-11,24.2475,8.809999999999999,0.01075,257.825,0.24775,0.0032898,41.903999999999996,110.29675,12.0795,0.1665,,2.1865,0.21124925,5.82375,12.32525,0.51225,11.79575,113.79575,0.03175,0.53325,0.69975,0.03225,8.261
-28.760833,17.730278,2013-12-05,27.634,32.013,0.015,449.02,0.407,0.0032898,69.474,151.483,20.027,0.025,,3.146,0.352753,3.63,37.076,1.311,38.792,158.678,0.025,0.932,0.957,0.038,8.52
-28.760833,17.730278,2014-01-21,21.143,15.763,0.011,275.77,0.236,0.0016449,39.092,99.206,11.269,0.059,,,,3.73,,,25.816,99.991,0.025,0.692,0.751,0.03,8.143
-28.760833,17.730278,2014-02-05,20.262,6.285,0.005,208.45,0.205,0.00246735,29.358,85.451,8.463,0.119,,,,4.861,,,11.386,96.188,0.025,0.751,0.87,0.04,8.289
-28.760833,17.730278,2014-04-24,42.642,102.071,0.01,748.0,0.625,0.00575715,75.17,195.723,21.669,0.05,,,,4.916,,,52.307,216.043,0.05,,,,8.442
-28.760833,17.730278,2015-02-10,20.486,6.6080000000000005,0.01,219.1,0.863,0.004523475,29.5785,86.2715,8.526499999999999,0.521,,,,4.99,,,11.7675,84.9725,0.05,0.604,1.125,0.026500000000000003,8.307500000000001
-28.760833,17.730278,2015-04-21,27.819,22.106,0.33,348.4,0.333,0.0049347,50.422,129.328,14.535,0.05,,,,2.617,,,25.791,127.027,0.05,0.845,0.895,0.344,8.335
-28.760833,17.730278,2015-04-29,21.456,11.535,0.01,258.2,0.216,0.00411225,39.543,100.523,11.399,0.706,,,,5.731,,,12.25,101.057,0.05,0.988,1.694,0.01,8.209
-28.760833,17.730278,2015-06-04,23.028,9.991,0.01,243.75,0.178,0.0032898,33.467,97.2365,9.6475,0.374,,1.54,0.18697350000000001,5.228,12.122,0.535,13.169,94.769,0.05,0.634,1.008,0.036000000000000004,8.128499999999999
-28.760833,17.730278,2015-08-18,32.081,29.351,0.01,416.0,0.374,0.0082245,66.209,158.713,19.086,0.05,,2.293,0.326243,0.5,27.591,0.953,37.109,146.025,0.05,0.742,0.792,0.01,8.6
-28.760833,17.730278,2015-10-20,25.999000000000002,21.950000000000003,0.20450000000000002,349.0,0.40249999999999997,0.006990824999999999,46.4845,120.10900000000001,13.4,0.195,,2.38,0.27146800000000004,4.9510000000000005,21.8325,0.818,26.149,129.4235,0.05,0.7835000000000001,0.9784999999999999,0.01,8.493
-28.760833,17.730278,2015-10-28,21.476,10.768,0.01,243.1,0.344,0.0065796,29.008,88.067,8.362,0.365,,2.074,0.186721,5.947,8.699,0.403,12.5,99.066,0.05,0.664,1.029,0.01,8.481
-29.161667,23.696389,2011-06-22,18.061,5.926,0.02,185.0,0.128,0.00246735,23.884,73.456,6.885,0.422,,1.0,0.141818,8.553,7.261,0.369,8.976,75.144,0.025,0.83,1.252,0.069,8.273
-29.161667,23.696389,2011-06-29,17.854,7.734,0.013,186.3,0.113,0.0016449,24.467,73.631,7.053,0.139,,2.163,0.138568,9.023,7.263,0.368,8.977,71.128,0.025,1.015,1.154,0.148,8.096
-29.161667,23.696389,2011-07-06,19.887,7.974,0.033,204.4,0.249,0.00246735,24.37,78.592,7.025,0.513,,4.441,0.167088,8.467,9.547,0.469,9.559,86.94,0.025,0.369,0.882,0.09,8.343
-29.161667,23.696389,2011-07-13,18.951,8.345,0.035,224.3,0.322,,23.735,75.501,6.842,0.576,,2.757,,8.392,10.921,0.547,,87.741,,0.442,1.018,0.054,8.067
-29.161667,23.696389,2011-07-20,24.577,,0.034,300.4,,0.00246735,35.863,103.948,10.338,0.9,,3.477,,8.66,15.577,0.665,,113.897,0.025,0.573,1.473,0.056,8.351
-29.161667,23.696389,2011-07-27,19.466,10.179,0.015,234.5,0.336,0.00246735,23.555,76.573,6.79,0.541,,2.273,,8.451,13.247,0.659,,87.124,0.025,0.304,0.845,0.092,8.272
-29.161667,23.696389,2011-08-10,19.81,8.753,0.039,218.8,0.465,0.00246735,27.01,81.534,7.786,0.548,,2.906,0.187401,8.462,12.842,0.619,9.791,100.447,0.025,0.45,0.998,0.123,8.35
-29.161667,23.696389,2011-08-17,,7.801,0.013,218.6,0.661,0.0016449,29.729,,8.57,0.025,,2.995,,0.527,10.858,,9.541,110.835,0.025,0.567,0.592,0.055,8.211
-29.161667,23.696389,2011-08-24,23.765,9.869,0.028,222.4,0.174,0.0016449,29.965,94.919,8.638,0.025,,2.991,,4.244,7.761,0.347,,98.912,0.025,0.426,0.451,0.06,8.039
-29.161667,23.696389,2011-08-31,21.075,6.952,0.005,218.7,0.219,0.0049347,28.352,86.287,8.173,0.524,,2.869,,7.98,19.515,0.914,,91.061,0.117,0.502,1.026,0.024,7.949
-29.161667,23.696389,2011-09-01,22.885,10.795,0.005,229.9,0.347,0.0016449,30.291,93.109,8.732,0.307,,2.76,,6.763,3.732,0.168,,88.324,0.025,0.616,0.923,0.118,8.149
-29.161667,23.696389,2011-09-15,20.435,7.177,0.005,195.7,0.295,0.0016449,30.284,86.982,8.73,0.025,,2.786,,7.557,8.441,0.394,,73.273,0.025,0.428,0.453,0.041,8.06
-29.161667,23.696389,2011-09-21,20.651,8.819,0.005,229.0,0.145,0.0016449,26.743,83.317,7.709,0.506,,2.701,0.173525,8.517,13.243,0.631,12.415,86.573,0.025,0.668,1.174,0.049,8.19
-29.161667,23.696389,2011-09-22,21.3,7.59,0.005,209.1,0.177,0.0016449,25.917,83.958,7.471,0.14,,2.7,,7.24,,,,85.497,0.025,0.6,0.74,0.024,8.22
-29.161667,23.696389,2011-09-28,22.083,10.588,0.005,238.2,0.167,0.00082245,27.034,87.239,7.793,0.083,,2.49,0.181377,8.413,12.836,0.598,13.643,91.336,0.025,1.033,1.116,0.025,7.936
-29.161667,23.696389,2011-10-05,20.343,10.37,0.005,228.7,0.238,0.0016449,27.02,82.877,7.789,0.274,,1.0,0.174571,8.414,12.994,0.621,13.745,87.62,0.025,1.213,1.487,0.047,8.156
-29.161667,23.696389,2011-10-12,20.122,10.061,0.005,226.6,0.259,0.0016449,25.025,79.958,7.214,0.345,,2.031,0.17321,8.109,13.253,0.645,12.08,87.443,0.025,1.266,1.611,0.036,8.228
-29.161667,23.696389,2011-11-03,22.646,9.297,0.005,224.5,0.172,0.00740205,30.003,92.17,8.649,0.304,,2.537,0.189303,6.519,12.574,0.57,12.073,98.351,0.061,0.676,0.98,0.04,8.447
-29.161667,23.696389,2011-11-16,20.863,6.386,0.005,216.3,0.237,0.0016449,28.952,86.47,8.346,0.025,,2.158,0.174835,6.833,10.595,0.496,9.638,95.512,0.025,0.553,0.578,0.021,8.13
-29.161667,23.696389,2011-11-21,21.04,7.423,0.031,246.0,0.176,0.0032898,31.644,90.108,9.122,0.117,,2.036,0.169851,5.967,10.061,0.461,11.19,88.708,0.025,0.434,0.551,,8.447
-29.161667,23.696389,2011-12-07,23.394,7.568,0.005,252.4,0.289,0.0016449,27.575,91.155,7.949,0.025,,2.188,0.179359,6.355,10.418,0.475,11.546,95.016,0.025,0.955,0.98,0.026,8.153
-29.161667,23.696389,2011-12-14,22.303,7.18,0.005,246.0,0.28,0.0016449,27.152,87.929,7.827,0.025,,2.295,0.175172,7.055,10.435,0.484,10.958,93.283,0.025,1.001,1.026,0.061,8.243
-29.161667,23.696389,2011-12-20,20.04,10.138,0.005,255.8,0.192,0.0065796,27.641,82.858,7.968,0.375,,3.359,0.16755,6.901,9.844,0.471,13.314,82.769,0.08,1.271,1.646,0.05,8.279
-29.161667,23.696389,2011-12-28,19.62,5.492,0.031,292.5,0.089,0.00246735,37.132,93.076,10.704,0.216,,2.782,,6.682,11.675,0.527,10.052,,0.025,0.433,0.649,0.039,8.353
-29.161667,23.696389,2012-01-18,19.605,6.592,0.005,218.8,0.025,0.0049347,30.989,85.746,8.933,0.025,,2.404,0.182191,6.694,11.446,0.538,10.506,100.439,0.072,0.47,0.495,0.02,8.159
-29.161667,23.696389,2012-01-24,19.718,10.36,0.005,248.1,0.189,0.00575715,26.826,81.086,7.733,0.505,,2.591,0.161625,6.713,11.028,0.533,11.909,78.547,0.06,0.873,1.378,0.054,8.328
-29.161667,23.696389,2012-01-25,20.743,,0.005,233.0,0.062,0.02385105,34.777,93.085,10.025,0.025,,2.314,,6.512,12.85,0.58,13.097,104.488,0.344,,,0.038,8.166
-29.161667,23.696389,2012-02-22,20.6545,8.335,0.009,246.35,0.3685,0.01562655,40.2195,99.32499999999999,11.594000000000001,0.1345,,2.5975,0.1979865,7.093,12.6385,0.552,12.564499999999999,105.31,0.164,0.6859999999999999,0.8205,0.02,8.321000000000002
-29.161667,23.696389,2012-02-29,28.869,10.024,0.005,240.1,0.203,0.00411225,35.086,113.744,10.114,0.025,,2.485,0.18325,4.058,11.279,0.46,10.987,89.454,0.074,0.605,0.63,0.063,8.059
-29.161667,23.696389,2012-03-07,21.041,11.523,0.012,328.7,0.374,0.00904695,29.802,87.923,8.591,0.294,,2.37,0.204084,7.177,14.231,0.66,12.385,108.381,0.067,0.628,0.922,0.079,8.497
-29.161667,23.696389,2012-03-14,18.715,8.674,0.005,298.8,0.585,0.0032898,32.779,85.648,9.449,0.295,,2.587,0.175425,4.582,13.211,0.621,14.418,87.293,0.025,0.402,0.697,0.015,8.445
-29.161667,23.696389,2012-03-21,24.847,7.464,0.005,302.8,0.45,0.0032898,33.379,101.674,9.622,0.025,,2.58,0.195093,6.631,12.572,0.543,11.197,103.508,0.025,0.397,0.422,0.006,8.452
-29.161667,23.696389,2012-04-04,24.359,19.261,0.005,360.1,0.117,0.00246735,67.177,140.578,19.365,1.461,,2.751,0.29994,6.983,22.87,0.839,17.067,153.893,0.025,0.235,1.696,0.006,8.394
-29.161667,23.696389,2012-04-11,22.502,10.159500000000001,0.005,271.45000000000005,0.081,0.0016449,39.2935,102.839,11.327,0.14400000000000002,,2.924,0.2127505,6.3395,14.008,0.601,14.046,112.3785,0.025,0.6145,0.7585,0.049499999999999995,8.086500000000001
-29.161667,23.696389,2012-04-18,21.942,8.889,0.005,272.4,0.437,0.0016449,42.943,105.773,12.379,0.079,,2.888,0.205237,7.653,12.355,0.523,14.019,108.206,0.025,0.487,0.566,0.013,8.059
-29.161667,23.696389,2012-04-25,22.7035,11.383,0.005,278.20000000000005,0.2735,0.00246735,37.5655,101.2915,10.829,0.1565,,2.9619999999999997,0.209757,6.7545,12.987,0.5625,15.0955,108.905,0.025,0.5045,0.661,0.058499999999999996,8.2955
-29.161667,23.696389,2012-05-02,25.042,15.925,0.005,318.1,0.396,0.0016449,47.283,118.666,13.63,0.025,,3.136,0.242561,7.775,19.115,0.764,20.245,118.854,0.025,0.556,0.581,0.025,8.085
-29.161667,23.696389,2012-05-08,23.793,20.14,0.005,327.1,0.165,0.00246735,32.185,97.625,9.278,0.395,,2.962,0.22746,5.968,18.166,0.8,18.373,108.908,0.025,0.537,0.932,0.126,8.327
-29.161667,23.696389,2012-05-09,28.95,19.524,0.005,338.0,0.092,0.00082245,38.846,118.41,11.198,0.14,,3.157,0.241663,6.013,20.465,0.818,23.054,110.359,0.025,0.513,0.653,0.026,7.799
-29.161667,23.696389,2012-05-30,26.422,24.857,0.005,365.7,0.172,0.00082245,52.094,127.824,15.017,0.335,,2.784,0.276775,5.361,23.878,0.919,26.396,127.716,0.025,1.226,1.561,0.006,7.895
-29.161667,23.696389,2012-06-01,22.844,18.283,0.005,310.1,0.23,0.00246735,39.377,103.792,11.351,0.477,,3.024,0.226335,5.608,19.26,0.823,21.672,104.582,0.025,1.193,1.67,0.019,8.314
-29.161667,23.696389,2012-06-06,25.507,9.868,0.005,,0.163,,35.759,106.147,10.308,0.564,,2.72,,5.98,,,,117.379,0.025,,,,7.871
-29.161667,23.696389,2012-06-13,23.771,14.419,0.005,300.8,0.193,0.0032898,38.038,104.517,10.965,0.372,,2.442,0.216641,6.014,17.144,0.73,18.216,104.778,0.06,1.033,1.405,0.006,8.04
